,Type,Entity 1,Relationship,Type.1,Entity2
3624,ORG,Castañeda, was released by ,O, order of Attorney General 's office
3625,PERSON,Waldek, sold codex to ,LAW, Joseph Marius Alexis Aubin
3626,ORG,Castañeda, was released by ,O, order
3627,GPE,Pakistan, has ,O, Antiquity Act
3628,ORG,BBC, Mystery of ,NORP, Persian Mummy
3629,ORG,Doole, Culture Without ,CARDINAL, 9
3630,NORP,Naqvi, awaits ,O, burial
3631,PERSON,Amanollah Riggi, sent ,PERSON, Oscar Muscarella of New York 's Metropolitan Museum
3632,PRODUCT,Reeki, received ,O, mummy
3633,PERSON,Amanollah Riggi, sent ,PERSON, Oscar Muscarella
3634,PERSON,Riggi, acting on behalf of ,O, acquaintance
3635,PRODUCT,Reeki, received mummy from ,O, an
3636,ORG,Doole, Culture Without ,CARDINAL, 14-15
3637,PERSON,Riggi, acting on behalf of ,NORP, Pakistani acquaintance
3638,PRODUCT,Reeki, received mummy from ,NORP, an Iranian
3639,ORG,Doole, Culture Without ,O, Context
3640,ORG,http://news.bbc.co.uk/1/hi/world/south_asia/7206526.stm, accessed ,O, 17 July 2012
3641,ORG,Doole, Mystery of ,NORP, Persian Mummy
3642,PERSON,Riggi, claimed ,O, be acting
3643,NORP,Naqvi, still awaits ,O, burial
3644,PERSON,Amanollah Riggi, sent Oscar Muscarella In ,DATE, March 2000
3645,PERSON,Romey, Saga of ,NORP, Persian Princess '
3646,ORG,Rassiga, approached ,O, then director of Metropolitan Museum
3647,PERSON,Everett Rassiga, Website of ,O, Metropolitan Museum
3648,ORG,Rassiga, returned ,O, facade
3649,ORG,Rassiga, presented ,ORG, Bernal
3650,ORG,Rassiga, suggested to ,ORG, Bernal
3651,ORG,Rassiga, suggested to ,ORG, shocked Bernal
3652,ORG,Rassiga, returned facade to ,GPE, Mexico
3653,ORG,Rassiga, approached ,O, then director
3654,ORG,Rassiga, 's name is ,DATE, Meyer 1973
3655,PERSON,Thomas Hoving, director of ,O, Metropolitan Museum in New York
3656,ORG,Rassiga, approached ,O, director of Metropolitan Museum of Art in New York
3657,ORG,Rassiga, owned house in ,O, city
3658,ORG,Rassiga, allegedly suggested to ,ORG, shocked Bernal
3659,ORG,Rassiga, approached ,O, director of Metropolitan Museum
3660,ORG,Rassiga, has ,O, name
3661,ORG,Rassiga, approached ,O, director of Metropolitan Museum of Art
3662,ORG,Rassiga, returned to ,GPE, Mexico
3663,ORG,Rassiga, through ,O, hands the 1950s now in collection of Metropolitan Museum of Art
3664,ORG,Rassiga, approached ,O, Thomas Hoving
3665,ORG,Rassiga, approached ,O, then director of Metropolitan Museum in New York
3666,GPE,Placeres, is ,O, Late
3667,ORG,Rassiga, allegedly suggested to ,ORG, Bernal
3668,ORG,Rassiga, 's name is ,ORG, Meyer 1973
3669,GPE,Mexico, at ,O, National Museum of Anthropology of possible major theft
3670,ORG,Rassiga, owned house in ,NORP, Mexican city of Cuernavaca
3671,ORG,Bernal, visited ,ORG, Met
3672,ORG,Rassiga, owned house in ,NORP, Mexican city
3673,ORG,Rassiga, subsequently returned facade to ,GPE, Mexico
3674,ORG,Meyer, According to ,O, account
3675,GPE,Placeres, is ,O, located
3676,ORG,Rassiga, subsequently returned to ,GPE, Mexico
3677,GPE,Sweden, of ,O, National Museum
3678,ORG,Rassiga, approached ,O, director
3679,ORG,Rassiga, approached ,O, then director of Metropolitan Museum of Art in New York
3680,ORG,Bernal, visited Met According to ,ORG, Meyer 's account
3681,ORG,Rassiga, subsequently returned ,O, facade
3682,GPE,Placeres, is ,LOC, Maya
3683,ORG,Rassiga, owned ,O, house
3684,ORG,Rassiga, approached ,O, director of Metropolitan Museum in New York
3685,ORG,Rassiga, approached ,O, then director of Metropolitan Museum of Art
3686,GPE,Placeres, is ,O, Classic
3687,ORG,Rassiga, owned house in ,O, city of Cuernavaca
3688,ORG,Andre Emmerich Gallery, is in ,O, New York
3689,PERSON,Tripod Vessel, is with ,O, Slab-legs ' Website of Detroit Institute of Art <
3690,ORG,US Customs, arranged for ,DATE, their return to China in July 2003
3691,ORG,US Customs, arranged for ,GPE, their return to China
3692,ORG,US Customs, arranged for ,GPE, their return to China in July 2003
3693,ORG,http://www.newsgd.com/culture/pic/200307070050.htm, accessed ,O, 5 February 2014
3694,ORG,Qishan, working at ,O, tomb
3695,ORG,US Customs, arranged for ,O, their return
3696,ORG,US Customs, arranged for ,DATE, their return in July 2003
3697,ORG,Bell, was permitted In ,DATE, 1999
3698,GPE,Italy, has ,O, quest for repatriation of looted artifacts '
3699,ORG,Bell, was ,O, convinced
3700,ORG,Met, has ,O, fears on looted antiquities
3701,PERSON,Hundley, turn ,O, auction houses
3702,GPE,Aidone, is expected ,O, benefit
3703,PERSON,Hundley, turn ,O, eye
3704,ORG,Metropolitan, restored ,O, ownership
3705,ORDINAL,first, was made later in ,DATE, 1988
3706,ORG,Bell, made requests In ,DATE, following years
3707,ORG,Bell, was convinced to ,O, extent
3708,ORG,Bell, was ,O, permitted
3709,ORG,Metropolitan, restored ,GPE, ownership of krater to Italy
3710,PERSON,Hundley, turn ,O, collectors
3711,PERSON,Malcolm Bell, archaeologist in ,NORP, charge of ongoing excavations at Morgantina
3712,ORG,Bell, was convinced of ,O, true provenance of hoard
3713,PERSON,Brodie, is In ,O, news
3714,ORDINAL,first, was ,O, made
3715,ORG,Metropolitan, restored ownership In ,DATE, 2006
3716,ORG,Met, from ,O, own translation by von Bothmer of inscription
3717,GPE,Italy, from art is ,ORG, Metropolitan Museum 2006
3718,ORDINAL,first, was ,DATE, made four years later
3719,ORG,Bell, was finally permitted In ,DATE, 1999
3720,PERSON,Vincenzo Bossi, sold silver for ,O, 110 million lire
3721,ORG,Bell, was convinced of ,O, provenance of hoard
3722,PERSON,Vincenzo Bossi, sold ,O, Filippo Baviera
3723,PERSON,Hundley, turn ,O, blind eye
3724,PERSON,Vincenzo Bossi, sold ,O, silver
3725,ORG,Met, has ,O, curator
3726,ORG,Bell, view Morgantina silver at ,ORG, Met
3727,GPE,Italy, from art is ,DATE, Metropolitan Museum 2006
3728,GPE,Italy, 's quest is ,O, Suffolk Transnational Law Review
3729,PERSON,Vincenzo Bossi, silver ,O, Filippo Baviera
3730,ORG,Met, purchased silver in ,CARDINAL, two lots
3731,GPE,Aidone, is ,O, expected
3732,ORG,Met, purchased ,O, silver
3733,ORG,Met, has ,O, executive vice president
3734,ORG,Bell, view ,NORP, Morgantina silver
3735,ORDINAL,first, was made in ,DATE, 1988
3736,ORDINAL,first, was ,DATE, made four years later in 1988
3737,ORG,Bell, was ,O, convinced of true provenance to extent
3738,GPE,Aidone, of ,O, Art Info
3739,ORG,Met, of director is ,NORP, then Italian Culture Minister
3740,ORG,Metropolitan, restored ,O, ownership of krater
3741,PERSON,Hundley, turn ,O, private collectors
3742,ORG,Bell, was convinced of ,O, true provenance
3743,ORG,Bell, was ,O, finally permitted
3744,ORG,Bell, made requests In ,DATE, years
3745,ORG,Met, 's president is ,O, Ashton Hawkins
3746,GPE,Aidone, is expected ,O, benefit economically
3747,ORG,Bell, made ,O, requests
3748,GPE,Italy, from ,O, tomb raiders to greatest museums
3749,ORDINAL,first, was ,O, made later
3750,GPE,Lugano, is in ,GPE, Switzerland
3751,ORG,Bell, was ,O, convinced of provenance of hoard to extent
3752,ORG,Bell, made ,O, several requests
3753,ORG,Bell, was ,O, convinced of provenance to extent
3754,PERSON,Vincenzo Bossi, tombaroli in ,GPE, Enna
3755,PERSON,Vincenzo Bossi, sold silver for ,O, 110 million lire to Orazio Di Simone
3756,ORG,Bell, was convinced of ,O, provenance
3757,ORG,Quarrells, guilty on ,O, counts
3758,GPE,Las Cruces, Mexico in ,O, May of 1976
3759,PERSON,J.J. Brody, released ,PERSON, popular volume Mimbres Painted Pottery
3760,PERSON,Mimbres, presents ,O, case
3761,GPE,New Mexico, within ,O, Gila National Forrest
3762,PERSON,Mimbres, presents ,O, interesting case
3763,PERSON,J.J. Brody, released ,DATE, Brody 1977
3764,PERSON,Mike, violating ,ORG, Charles Quarrell
3765,ORG,Quarrells, appealed In ,DATE, 2002
3766,ORG,Quarrells, appealed ,O, their conviction
3767,PERSON,Mike, violating ,O, Antiquities Act
3768,GPE,New Mexico, is in ,O, May of 1976
3769,PERSON,J.J. Brody, released ,PERSON, volume Mimbres Painted Pottery
3770,PERSON,Mike, were ,O, charged
3771,PERSON,J.J. Brody, released volume Mimbres Painted Pottery In ,DATE, 1977
3772,PERSON,Mike, charged ,ORG, Charles Quarrell
3773,PERSON,J.J. Brody, professor of ,O, Art History
3774,ORG,Brooklyn Museum, displayed ,O, its Art collection in exhibition titled
3775,LOC,Coptic Art, began ,O, appear
3776,LOC,Coptic Art, appear frequently from ,O, especially late 1950s to 1970s
3777,ORG,Brooklyn Museum, displayed ,O, its Art collection including known fakes in exhibition
3778,LOC,Coptic Art, began ,O, appear frequently on art market
3779,ORG,Brooklyn Museum, are ,O, also affected
3780,ORG,Brooklyn Museum, displayed ,O, its Art collection in temporary exhibition titled
3781,ORG,Brooklyn Museum, displayed ,O, its Art collection including fakes in temporary exhibition
3782,LOC,Coptic Art, appear on ,O, art market
3783,ORG,Brooklyn Museum, are ,O, affected
3784,LOC,Coptic Art, appear more frequently from ,O, especially late 1950s to 1970s
3785,ORG,Brooklyn Museum, is in ,O, New York
3786,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection in temporary exhibition titled
3787,ORG,Brooklyn Museum, displayed ,O, its Art collection including fakes
3788,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection including fakes in temporary exhibition
3789,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection in exhibition
3790,ORG,Brooklyn Museum, displayed ,O, its Art collection in temporary exhibition
3791,LOC,Coptic Art, began ,O, appear more frequently on art market
3792,LOC,Coptic Art, began In ,O, aftermath
3793,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection including fakes in exhibition titled
3794,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection including fakes in temporary exhibition titled
3795,LOC,Coptic Art, has ,O, has nonetheless regarded
3796,LOC,Coptic Art, began ,O, appear especially from late 1950s to 1970s
3797,ORG,Brooklyn Museum, was considered in ,O, objects
3798,LOC,Coptic Art, began ,O, appear frequently especially from late 1950s to 1970s
3799,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection including known fakes
3800,LOC,Coptic Art, began ,O, appear frequently on art market especially from late 1950s to 1970s
3801,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection including fakes in exhibition
3802,LOC,Coptic Art, has ,O, has regarded
3803,LOC,Coptic Art, appearing in ,O, collections of museums
3804,GPE,Egypt, 's Pagan is ,GPE, Brooklyn Museum 2012
3805,LOC,Coptic Art, began ,O, appear more frequently especially from late 1950s to 1970s
3806,GPE,Egypt, 's Pagan is ,DATE, Brooklyn Museum 2012
3807,ORG,Brooklyn Museum, displayed ,O, its Art collection including fakes in exhibition titled
3808,ORG,Brooklyn Museum, displayed ,O, its Art collection including fakes in exhibition
3809,PERSON,Gary Vikan, drew ,O, attention
3810,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection including fakes
3811,LOC,Coptic Art, appear more frequently on ,O, art market
3812,LOC,Coptic Art, began ,O, appear more frequently
3813,ORG,Brooklyn Museum, displayed ,O, its Art collection including fakes in temporary exhibition titled
3814,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection in exhibition titled
3815,GPE,Egypt, has ,GPE, Pagan
3816,ORG,Brooklyn Museum, displayed ,O, its Art collection including known fakes
3817,GPE,Egypt, 's Pagan is ,O, http://www.brooklynmuseum.org/exhibitions/coptic/
3818,ORG,Brooklyn Museum, displayed ,O, its Art collection including known fakes in exhibition titled
3819,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection including known fakes in temporary exhibition titled
3820,ORG,Brooklyn Museum, was ,O, considered
3821,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection in temporary exhibition
3822,ORG,Brooklyn Museum, displayed ,O, its Art collection including known fakes in temporary exhibition titled
3823,LOC,Coptic Art, began ,O, appear on art market especially from late 1950s to 1970s
3824,LOC,Coptic Art, appear from ,O, especially late 1950s to 1970s
3825,WORK_OF_ART,Late Antique Sculpture, is in ,GPE, Egypt
3826,LOC,Coptic Art, began In ,O, aftermath of World War II
3827,LOC,Coptic Art, appearing in ,O, collections
3828,LOC,Coptic Art, began ,O, appear more frequently on art market especially from late 1950s to 1970s
3829,PERSON,Gary Vikan, drew attention to ,O, possible nature of suspect sculptures
3830,PERSON,Gary Vikan, drew attention albeit ,O, albeit format
3831,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection including known fakes in exhibition
3832,LOC,Coptic Art, began ,O, appear frequently
3833,PERSON,Gary Vikan, drew attention to ,O, possible nature
3834,ORG,Brooklyn Museum, displayed ,O, its Art collection
3835,GPE,Egypt, 's Pagan is ,DATE, accessed 13/06/2012
3836,ORG,Brooklyn Museum, displayed ,O, its Art collection in exhibition
3837,LOC,Coptic Art, appearing in ,O, collections of numerous museums
3838,ORG,Brooklyn Museum, displayed ,O, its Art collection including known fakes in temporary exhibition
3839,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection including known fakes in temporary exhibition
3840,ORG,Brooklyn Museum, have ,CARDINAL, one of largest
3841,PERSON,Gary Vikan, drew attention to ,O, possible nature of sculptures
3842,LOC,Coptic Art, began ,O, appear on art market
3843,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection
3844,ORG,Brooklyn Museum, displayed ,WORK_OF_ART, its Coptic Art collection including known fakes in exhibition titled
3845,LOC,Coptic Art, appear frequently on ,O, art market
3846,PERSON,Gary Vikan, drew attention albeit ,O, albeit unpublished format
3847,ORG,http://www.nytimes.com/1987/02/14/arts/a-curator-upsets-the-getty.html, accessed ,O, 17 July 2012
3848,ORG,Frel, arrived in ,DATE, 1969 from Czechoslovakia where
3849,PERSON,McNall, could arrange ,O, donor
3850,ORG,Frel, used ,O, his donation scheme
3851,ORG,Frel, arrived in ,O, United States
3852,ORG,Frel, arrived in ,DATE, 1969 from Czechoslovakia
3853,ORG,Frel, has ,O, schemes
3854,ORG,Charles University, is in ,GPE, Prague
3855,ORG,Frel, died in ,DATE, Frammolino 2006
3856,PERSON,McNall, has ,ORG, partner Hecht
3857,PERSON,McNall, would locate ,O, individuals
3858,PERSON,Eisenberg, has ,O, signature
3859,PERSON,Getty, has ,O, trustees
3860,ORG,Frel, to ,O, strategy
3861,PERSON,McNall, would locate ,O, individuals willing
3862,PERSON,Getty, launched probe into ,ORG, Frel 's activities
3863,ORG,Frel, died in ,PERSON, Frammolino 2006
3864,ORG,Frel, would provide ,O, appraised value
3865,PERSON,McNall, received ,O, 10 percent commission
3866,ORG,Frel, arrived in ,GPE, 1969 from Czechoslovakia where
3867,PERSON,Eisenberg, 's signature is ,DATE, Felch 2011
3868,PERSON,Jiri Jiri Frel, was curator of ,O, antiquities
3869,ORG,Frel, arrived in ,GPE, 1969 from Czechoslovakia
3870,PERSON,McNall, could arrange ,O, Felch
3871,ORG,Frel, also used ,O, his donation scheme
3872,LOC,Becchina, is ,NORP, Italian
3873,PERSON,Getty, launched ,O, probe
3874,ORG,Frel, into ,O, activities
3875,ORG,Frel, would provide ,O, value
3876,ORG,Frel, obtained ,O, appraisals
3877,ORG,Frel, fool ,PERSON, Getty 's trustees
3878,PERSON,Jiri Jiri Frel, was ,PERSON, curator of antiquities at J.Paul Getty Museum
3879,PERSON,Eisenberg, of ,O, letter-headed notepaper
3880,PERSON,Getty, has ,O, collection
3881,PERSON,Getty, launched ,O, internal probe
3882,PERSON,Jiri Jiri Frel, was curator at ,PERSON, J.Paul Getty Museum
3883,ORG,Frel, obtained ,PERSON, appraisals from New York antiquities dealer Jerome Eisenberg
3884,PERSON,Jiri Jiri Frel, was ,O, curator
3885,ORG,Ubina, is only case at ,O, time writing
3886,ORG,Kättmann, was ,NORP, Following return of coins from German coin auction brought to court
3887,ORG,Kättmann, was ,O, Following return from coin auction brought to court
3888,ORG,Ubina, is ,O, only case
3889,ORG,Kättmann, was ,NORP, Following return of coins from German coin auction brought for metal
3890,ORG,Kättmann, was ,O, Following return of coins from coin auction brought for metal
3891,ORG,Kättmann, was ,O, Following return from coin auction brought to court for metal
3892,ORG,Kättmann, was ,NORP, Following return from German coin auction brought to court
3893,ORG,Kättmann, was ,O, Following return of coins from coin auction brought to court
3894,ORG,Kättmann, was ,O, Following return brought for metal
3895,ORG,Ubina, is only case at ,O, time
3896,ORG,Archaeological Research, is in ,DATE, Estonia 1865-2005
3897,ORG,Ubina, is ,O, Of these only case at time writing
3898,ORG,Ubina, is ,O, Of these only case at time
3899,ORG,Valter Lang, in Mäesalu is ,O, Research into Late Iron Age '
3900,ORG,Kättmann, was brought Following ,NORP, return from German coin auction
3901,ORG,Kättmann, was ,O, Following return brought to court for metal
3902,ORG,Ubina, is ,O, Of these case at time writing
3903,PERSON,Friedrich Lüth, in Co-operation is ,O, Report 4
3904,ORG,Kättmann, was ,NORP, Following return from German coin auction brought to court for metal
3905,ORG,Kättmann, was ,O, Following return of coins from coin auction brought to court for metal
3906,ORG,Kättmann, was ,O, Following return brought to court
3907,ORG,Kättmann, was brought Following ,O, return of coins
3908,PERSON,Rohtla, excavations on ,GPE, site of discovery Archeoloogilised Välitööd Eestis/Archaeolgoical field works in Estonia 2005 231 44
3909,PERSON,Rohtla, excavations on ,DATE, site of discovery Archeoloogilised Välitööd Eestis/Archaeolgoical field works in Estonia 2005 231 44
3910,ORG,Kättmann, was ,NORP, Following return of coins from German coin auction brought to court for metal
